id,name,lat,lon,typ,status,qualitaet,preis,quelle_import,dupe_flag,geaendert_am,gmaps_url,place_id,kueche,tags,quelle,geprueft_am
r0307,Lovebirds - Contemporary Pizza,52.5288711,13.401739,Pizza,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ4Xd0SB1RqEcRfOzaNCVLyZI,,"lunch, dinner",,2026-07-29
r0308,Lubitsch,52.504537,13.320048,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ5X6UWuNQqEcRCxmg_NhB53o,,"fruehstueck, brunch",,2026-07-29
r0309,Lucky Leek,52.5348647,13.4167816,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJWRVxUAJOqEcRnrC2N8EwNws,,"lunch, dinner",,2026-07-29
r0310,Luna D'Oro,52.5267016,13.3968996,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJyQZyRQBRqEcRnIjT5Gxloks,,"lunch, dinner",,2026-07-29
r0311,Mabuhay Indonesian Restaurant,52.5042976,13.376049,Restaurant,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJKU-CmMxRqEcRi0lH4uBOo4E,sonstige-asiatisch,"lunch, dinner",,2026-07-29
r0312,Macke Prinz,52.5344223,13.4048861,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJszyJevtRqEcRg1JAxTpp0BI,,drinks,,2026-07-29
r0313,Madang,52.492078,13.390092,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJTToBRChQqEcROQfEDRgcJZA,koreanisch,"lunch, dinner",,2026-07-29
r0315,Magic John's,52.5261078,13.3889755,Pizza,besucht,mittel,normal,fav,,2026-07-29,,ChIJsyy-KBhRqEcRjrSsAn5ukWk,,"lunch, dinner",,2026-07-29
r0316,Malafemmena,52.4737663,13.3383341,Pizza,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJvzCYEXBQqEcRGRx0OqBNvLk,,"lunch, dinner",,2026-07-29
r0317,Malafemmena Prenzlauer Berg,52.5402745,13.4154011,Pizza,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJbXx4dXZRqEcRJE4a-fBxmTg,,"lunch, dinner",,2026-07-29
r0318,Mamida,52.5430291,13.4209438,Pizza,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJx-0Qo3lNqEcRDhE49-W7z7E,,"lunch, dinner",,2026-07-29
r0319,Mani Restaurant,52.529396,13.399545,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJE1x3TeRRqEcRQ6yY-bZXKa0,,"lunch, dinner",,2026-07-29
r0320,Maria Bonita Mexican Bistro,52.5404105,13.4181046,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJTee_EwBOqEcR7tTUCKBcVSM,,"lunch, dinner",,2026-07-29
r0322,Maselli Ristorante,52.4917307,13.3909221,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJiRHuz3UjZUERswNCz4k2kPw,,"lunch, dinner",,2026-07-29
r0323,Max und Moritz,52.502646,13.414026,Kneipe,besucht,mittel,normal,fav,,2026-07-29,,ChIJbUbbajJOqEcRawilLsv27Wk,,drinks,,2026-07-29
r0324,Mein Haus am See,52.529792,13.400572,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJo8Da9-RRqEcRp1K4g7WXtZQ,,drinks,,2026-07-29
r0325,meisterschueler,52.522653,13.3888009,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,ChIJLXPwhcJRqEcR0Z3aYz9VMKo,,drinks,,2026-07-29
r0327,Metzer Eck,52.53181,13.4163603,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ85mQJwNOqEcRFZi2vju1QvI,,drinks,,2026-07-29
r0329,Michelberger Hotel,52.504651,13.447904,Restaurant,besucht,gut,ueberteuert,fav,filiale,2026-08-06,,,,"lunch, dinner",,2026-07-29
r0331,Midtown Grill,52.5110508,13.3765689,Steak/Grill,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJKfRTHslRqEcR4_gZ7GU02mo,,"lunch, dinner",,2026-07-29
r0332,Mikkeller Berlin,52.5295158,13.4038983,Kneipe,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJO2XxgeNRqEcRCdhiwZfm5LM,,drinks,,2026-07-29
r0333,Milch & Zucker,52.51178,13.452642,Café,besucht,sehr_gut,normal,fav,filiale,2026-07-29,,ChIJwwQUYFxOqEcRKUCk5Hivnb8,,"fruehstueck, kaffee, brunch, lunch",,2026-07-29
r0334,Milch & Zucker,52.5018777,13.4174929,Café,besucht,gut,normal,fav,filiale,2026-07-29,,ChIJd3m6sDNOqEcR4isDXv7EV3Q,,"fruehstueck, kaffee, brunch",,2026-07-29
r0335,Milch Halle Berlin Coffee,52.527817,13.400525,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJXZ9LIuRRqEcR4MGb8ykDdlM,,"fruehstueck, kaffee",,2026-07-29
r0336,Milja & Schäfa,52.5045344,13.4682251,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJ-bgINvdOqEcR_YzyFckV97I,,"fruehstueck, kaffee",,2026-07-29
r0337,Ming Dynastie,52.513625,13.418422,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJy3vdsCROqEcRN_KQfhojoAM,chinesisch,"lunch, dinner",,2026-07-29
r0339,Mizu Ramen,52.5268053,13.3874491,Asia,besucht,mittel,normal,fav,,2026-07-29,,ChIJG7JodRZRqEcRW0h_6EgVprg,japanisch,"lunch, dinner",,2026-07-29
r0340,moa - café & bar,52.5244381,13.3493007,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJBdZR8KBRqEcRbvYzxOzw0aQ,,"fruehstueck, kaffee",,2026-07-29
r0341,momiji,52.5066369,13.32042,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJVVUF4OJQqEcRxmLqBf3OeBY,japanisch,"lunch, dinner",,2026-07-29
r0342,Monarch,52.499268,13.419378,Club/Livemusik,besucht,mittel,normal,fav,,2026-07-29,,ChIJ6SDPnDROqEcRkWKGBd6YbxM,,"drinks, music",,2026-07-29
r0343,Monkey Bar,52.505671,13.337896,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJ-RAVYVVQqEcRPZ3e-XXyPbg,,drinks,,2026-07-29
r0344,Monsieur Vuong,52.526597,13.40786,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJl_b_HuJRqEcRBlMB13SVyzg,vietnamesisch,"lunch, dinner",,2026-07-29
r0345,Monster Ronson's Ichiban Karaoke,52.505199,13.448463,Karaoke,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJGfbCeVBOqEcRF2pYZlMBJBg,,"drinks, music",,2026-07-29
r0347,Morimori Ramen,52.499793,13.4241807,Asia,besucht,mittel,normal,fav,,2026-07-29,,ChIJcamJ99dPqEcROxuWv2go-4Q,japanisch,"lunch, dinner",,2026-07-29
r0348,Mozzarella Bar & Bottega - Al Contadino sotto le Stelle,52.5276577,13.4009114,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJs9zfG-RRqEcRAMHIrnzshns,,"lunch, dinner",,2026-07-29
r0349,Mo’s Coffee,52.5435332,13.4255722,Café,besucht,gut,normal,fav,,2026-07-29,,ChIJbQU4gP5NqEcR1jwOL_yF-Qw,,"fruehstueck, kaffee",,2026-07-29
r0350,Mr. Susan,52.5244194,13.3957051,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,ChIJlWPgmHtRqEcRClouTGhL9YQ,,drinks,,2026-07-29
r0351,Muret la Barba,52.527492,13.403442,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ2TcU5eNRqEcRQ7R-rfEdfQo,,"lunch, dinner",,2026-07-29
r0352,Musashi,52.49517,13.42109,Sushi,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJ9b0vAMtPqEcRCL5GL83zhbo,,"lunch, dinner",,2026-07-29
r0353,Mustafa's Gemüse Kebap,52.493814,13.388034,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJc35bGSlQqEcRL52ICDHcNKk,,"lunch, dinner",,2026-07-29
r0354,Mustafas Gemüse Döner,52.510066,13.451154,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJGXM74lhOqEcRthzRUGsJaYA,,"lunch, dinner",,2026-07-29
r0355,Mutzenbacher Restaurant,52.508547,13.452776,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJrxqwuVtOqEcR2IHDUoVD0xw,,"lunch, dinner",,2026-07-29
r0356,My Bar ICI,52.5272417,13.3974889,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJfXzTe-ZRqEcR6oNU6i3ajrc,,drinks,,2026-07-29
r0357,Mysliwska,52.4995533,13.4452655,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJIbmtO1JOqEcRgFCoj8huMs4,,drinks,,2026-07-29
r0358,Myxa Berlin,52.490273,13.426709,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJn6jqirZPqEcRSTM-cJbVGAY,,"fruehstueck, kaffee",,2026-07-29
r0359,Mädchenitaliener,52.526921,13.407812,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJLeSS69YjZUERx6zpqzo5wPg,,"lunch, dinner",,2026-07-29
r0360,Möbel Olfe,52.500045,13.417503,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,ChIJU4ZVEjNOqEcRIlxHkJd83OQ,,drinks,,2026-07-29
r0361,NAUTA Berlín,52.5341574,13.4050309,Fisch,besucht,mittel,normal,fav,,2026-07-29,,ChIJz0O_ZPtRqEcR86r1Hj-vBQw,,"lunch, dinner",,2026-07-29
r0362,NENI Berlin,52.50572,13.33776,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ-RAVYVVQqEcRIfxE6EjRZ38,,"lunch, dinner",,2026-07-29
r0363,NEO1,52.5428103,13.4206186,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJL5wft_9NqEcRyXrbrH7hX-s,,"lunch, dinner",,2026-07-29
r0364,Neue Odessa Bar,52.529619,13.40579,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJQ2Iq7eBRqEcR2glyoL4hL5k,,drinks,,2026-07-29
r0365,Neumanns Café,52.5103081,13.4581081,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJ2c3KyF5OqEcRIYVxKgKuu-M,,"fruehstueck, kaffee",,2026-07-29
r0366,Newton Bar,52.51287,13.390939,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJpwXWitpRqEcRHpfpheSjeco,,drinks,,2026-07-29
r0367,Night Kitchen,52.5256149,13.3939892,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJf0sWKuZRqEcR2B4cnN_H_eI,,"lunch, dinner",,2026-07-29
r0368,Ni’s Restaurant 倪记,52.5228386,13.4004031,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ3W_JaKBRqEcRzHmo_Fd9yn8,chinesisch,"lunch, dinner",,2026-07-29
r0369,Nomad - Breakfast & Dinner,52.5294207,13.3895639,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJrb-AzxhRqEcRnzw3904uWbs,,"fruehstueck, brunch",,2026-07-29
r0370,NOVEMBER Brasserie,52.53804,13.4172401,Sushi,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJB9cvwi9PqEcRhxxkPEIBI7I,,"lunch, dinner",,2026-07-29
r0372,OHM,52.5104862,13.4202742,Club/Livemusik,besucht,mittel,normal,fav,,2026-07-29,,ChIJM2I85TpOqEcRoEP8a2UxhX0,,"drinks, music",,2026-07-29
r0373,Omoni,52.549173,13.408967,Sushi,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJcx6bYQRSqEcRrtYwfRHc3Ew,,"lunch, dinner",,2026-07-29
r0375,ORA,52.5013856,13.4159187,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJCwbEVjJOqEcRlFGm69_dBJk,,"lunch, dinner",,2026-07-29
r0376,Orania.Restaurant & Orania.Bar,52.5022169,13.4168669,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJhVPKSjJOqEcREl5tz5Ti7ok,,"lunch, dinner",,2026-07-29
r0377,Osmans Töchter,52.5430228,13.4147207,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,,,dinner,,2026-07-29
r0378,Osteria Ribaltone,52.4962044,13.3426742,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJs7V_m1BQqEcRcGvKiJsmdZU,,"lunch, dinner",,2026-07-29
r0379,Ottenthal,52.505405,13.326917,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJwZePTvxQqEcRqc_BrpiJGfU,,"lunch, dinner",,2026-07-29
r0380,otto,52.5381781,13.410208,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJc28fha5RqEcRZt7w7jkg0sM,,"lunch, dinner",,2026-07-29
r0381,Ovest,52.5020561,13.3173677,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJifk_--RQqEcRngnVXZTMrlw,,"lunch, dinner",,2026-07-29
r0383,PANTRY,52.526642,13.386995,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJB0YLe-lRqEcRIi1O4MkOwOo,,"lunch, dinner",,2026-07-29
r0384,papaya,52.506308,13.310465,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ87nI3-BQqEcRidBeWPIEENY,thai,"lunch, dinner",,2026-07-29
r0386,Paris Bar,52.505421,13.32627,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJA_naUfxQqEcRJNqdN8hN03c,,"lunch, dinner",,2026-07-29
r0387,Pasta & Vino,52.5468798,13.4177834,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJbdsMtQBSqEcRCLYEZBejcME,,"lunch, dinner",,2026-07-29
r0388,Pastelaria A Galão,52.531083,13.402662,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ6wjAveRRqEcR94b6vgrW9rc,,"fruehstueck, kaffee",,2026-07-29
r0390,Paules Metal Eck,52.510718,13.456827,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJp9VTul5OqEcRgHTjWpR_NnA,,drinks,,2026-07-29
r0391,Pawn Dot Com Bar,52.528944,13.3961644,Cocktail-Bar,besucht,mittel,normal,fav,,2026-07-29,,ChIJsdLQZjVRqEcRKJLpQY9_tRI,,drinks,,2026-07-29
r0392,Pepe Nero Trattoria-Pizzeria,52.53172,13.434405,Pizza,besucht,mittel,normal,fav,,2026-07-29,,ChIJ0SxLhg5OqEcRC3ZtmdoYCXI,,"lunch, dinner",,2026-07-29
r0393,PeterPaul,52.5299474,13.4042323,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJbTLweuNRqEcRiaNAPjuqhB4,,"lunch, dinner",,2026-07-29
r0394,petit bijou,52.5227372,13.3938699,Dessert,besucht,mittel,normal,fav,,2026-07-28,,ChIJWZr09edRqEcRePrh_mufobg,,"fruehstueck, brunch, kaffee",,2026-07-28
r0395,Petrarca,52.5291672,13.3884163,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJq89pru5RqEcRUvL_LoDBKcY,,"drinks, dinner",,2026-07-29
r0396,PHO - Noodlebar (Mitte),52.5264349,13.387848,Asia,besucht,mittel,normal,fav,,2026-07-29,,ChIJQT6Vc-lRqEcRn31gC28SamM,vietnamesisch,"lunch, dinner",,2026-07-29
r0397,Pho Co Restaurant,52.52517,13.41074,Asia,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJEa-zKdEjZUERjBNKJCvhbCc,vietnamesisch,"lunch, dinner",,2026-07-29
r0398,Pik As,52.529583,13.4025829,Kneipe,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJLbuNe-RRqEcRBAVZS1qBa1A,,drinks,,2026-07-29
r0399,Pizza Meister Berlin,52.4923021,13.3944603,Pizza,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJy1QLyddPqEcRL1iznbdJtzk,,"lunch, dinner",,2026-07-29
r0400,Pizzeria Ristorante Papa Pane di Sorrento,52.532069,13.396356,Pizza,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJka_69O9RqEcRv_U5wUT_obE,,"lunch, dinner",,2026-07-29
r0401,Platzhirsch,52.4840047,13.3437421,Biergarten,besucht,gut,normal,fav,,2026-07-29,,ChIJvy_BFmhQqEcR0z6jLLfl-O8,,"kaffee, dinner, drinks",,2026-07-29
r0403,Prater,52.539768,13.410575,Biergarten,besucht,gut,normal,fav,,2026-07-29,,ChIJD0vsHf9RqEcR66OXHP3xmXE,,"kaffee, dinner, drinks",,2026-07-29
r0404,Preeda,52.5314613,13.433536,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJewEb9M5PqEcRtTJZOtBlV7g,thai,"lunch, dinner",,2026-07-29
r0405,Prince Charles,52.503273,13.408719,Club/Livemusik,besucht,mittel,normal,fav,,2026-07-29,,ChIJNy75NyxOqEcRt4ksbxP_wD0,,"drinks, music",,2026-07-29
r0406,Princess Cheesecake,52.526761,13.393029,Dessert,besucht,sehr_gut,normal,fav,filiale,2026-07-28,,ChIJMZkZluhRqEcRQMF9WZHAuBI,,"fruehstueck, kaffee",,2026-07-28
r0407,Prinzipal Kreuzberg,52.50093,13.41964,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJNxlYgTNOqEcRpHTyzhD2XFY,,drinks,,2026-07-29
r0408,Pursuit of Coffee,52.5466749,13.4186475,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJvQhbiTVTqEcRfrtftQefsMQ,,kaffee,,2026-07-29
r0410,Refinery High End Coffee,52.5213117,13.3849173,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ9UK3L8JRqEcRidYSi6cycYo,,"fruehstueck, kaffee",,2026-07-29
r0411,Reingold,52.528657,13.388364,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJf-Kpsu5RqEcRcIrT5RVPTyY,,drinks,,2026-07-29
r0412,rembrandt-burger,52.5200075,13.4478194,Burger,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJbzLtEGlOqEcRYfPnkq2qlbg,,"lunch, dinner",,2026-07-29
r0413,Remi,52.5283718,13.4105324,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJIVBSKUlRqEcRlCIHm_wI9Wc,,"lunch, dinner",,2026-07-29
r0414,Restaurant Aposto,52.522677,13.400039,Pizza,besucht,mittel,normal,fav,,2026-07-29,,ChIJ_UY9UudRqEcReQhTrUmBr4k,,"lunch, dinner",,2026-07-29
r0415,Restaurant Bricole,52.541102,13.422249,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJQUACIP5NqEcRUZbYNUUL1DU,,dinner,,2026-07-29
r0416,Restaurant Dae Mon,52.5227699,13.399358,Asia,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJMSwDTudRqEcRz6qTF1A-3CU,koreanisch,"lunch, dinner",,2026-07-29
r0417,Restaurant Herr Rossi,52.5328228,13.4246048,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJDd9T-AROqEcRTD28K79hMN8,,"lunch, dinner",,2026-07-29
r0418,Restaurant Kurhaus Korsakow,52.5113,13.4605971,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJ2dCIG19OqEcRxHiymZmI9_w,,"fruehstueck, brunch",,2026-07-29
r0419,Restaurant Masel Topf,52.5337929,13.4204741,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJedQX7QNOqEcRO900Oc6mT6Y,,"lunch, dinner",,2026-07-29
r0420,Restaurant Papaya,52.510781,13.45802,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJOTQkx15OqEcR4xkt2tIj6Xc,thai,"lunch, dinner",,2026-07-29
r0421,Restaurant Pasternak,52.534798,13.4187,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJ5e1AjFhPqEcRygPhofAdq3k,,"fruehstueck, brunch",,2026-07-29
r0422,Restaurant Richard,52.504219,13.435281,Restaurant,besucht,gut,ueberteuert,fav,,2026-07-29,,ChIJrar_LA5PqEcRiMLr2DjqT-c,,"lunch, dinner",,2026-07-29
r0423,Restaurant Schoenbrunn,52.52869,13.434621,Biergarten,besucht,gut,normal,fav,filiale,2026-07-29,,ChIJdwl6BA5OqEcRA8YyaOp0TWk,,"kaffee, dinner, drinks, fruehstueck, brunch, lunch",,2026-07-29
r0426,Restaurant und Bar Keyser soze,52.52625,13.39329,Kneipe,besucht,gut,normal,fav,filiale,2026-07-29,,,,drinks,,2026-07-29
r0428,Restaurant-Café-Bar Houdini,52.54331,13.4166701,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJWTi3bQBSqEcRCj3zWrpiGTc,indisch,"lunch, dinner",,2026-07-29
r0429,Rhinoçéros,52.5480524,13.4101299,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJPyBVk_tNqEcRxQXOQzXGNqk,,drinks,,2026-07-29
r0430,Ri Trovo,52.4810383,13.3447117,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJAQDwHWlQqEcR-S7USXcn7E0,,"lunch, dinner",,2026-07-29
r0431,RISA Chicken,52.5408155,13.4125702,Imbiss,besucht,gut,normal,fav,,2026-07-29,,ChIJJTrAdP9RqEcRFZCHzSjrgLo,,"lunch, dinner",,2026-07-29
r0432,Ristorante a Mano,52.519341,13.427452,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJy3mwIxZOqEcRbFYNqFP7VaM,,"lunch, dinner",,2026-07-29
r0433,Ristorante L'angolo,52.486241,13.332617,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJB_fpg-ZRqEcRRO_jsAiGjEA,,"lunch, dinner",,2026-07-29
r0434,Ristorante Pizzeria Garda,52.5258685,13.3942209,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ2_0gK-ZRqEcR_sTUjPZGIN4,,"lunch, dinner",,2026-07-29
r0435,Ristorante Roma,52.4782403,13.3281001,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJG-0FAGNQqEcR8-h4KWHsEP8,,"lunch, dinner",,2026-07-29
r0436,Ristorante Sale e Tabacchi,52.506662,13.391415,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJCYBSVNFRqEcR6x9hA_gZsQc,,"lunch, dinner",,2026-07-29
r0437,Ritter Butzke,52.5028662,13.4082552,Club/Livemusik,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJpVptbCxOqEcRXzK8yDpXwuY,,"drinks, music",,2026-07-29
r0438,rocket + basil,52.5030596,13.3666316,Restaurant,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJrW8qGBNRqEcR_MY6Q78nvCA,,lunch,,2026-07-29
r0440,Roses,52.500494,13.421684,Cocktail-Bar,besucht,mittel,normal,fav,,2026-07-29,,ChIJfcijYTROqEcRbAZCsIdWgvQ,,drinks,,2026-07-29
r0441,Roter Rabe,52.496584,13.419306,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJW1jdQstPqEcRBXKjwfOAkU0,,drinks,,2026-07-29
r0442,Rotisserie Weingrün,52.5126612,13.402987,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJNacWhidOqEcRstfdBVU4E7Y,,"lunch, dinner",,2026-07-29
r0443,royals & rice Berlin,52.5289076,13.3959643,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJ6c3F8-VRqEcRiicxeI5EOTI,vietnamesisch,"lunch, dinner",,2026-07-29
r0444,Rutz - Restaurant und Weinbar,52.528294,13.386413,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,,,dinner,,2026-07-29
r0446,Röststätte,52.5290239,13.3974463,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJLc-Nv-VRqEcRPoL5jV8hMaI,,"fruehstueck, kaffee",,2026-07-29
r0447,Röststätte Berlin,52.5241984,13.4022848,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,,,"fruehstueck, kaffee",,2026-07-29
r0448,Rüya Gemüse Kebap,52.5138084,13.316974,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJCXuaDGJRqEcR2zZHap1zasI,,"lunch, dinner",,2026-07-29
r0449,Rüyam Gemüse Kebab 2,52.5405338,13.4125814,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJk2RWp_9RqEcRGouaKUdZcFg,,"lunch, dinner",,2026-07-29
r0450,Saaky,52.5475979,13.4106995,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJg8qV9gNSqEcREeFhvrGVnJE,,"lunch, dinner",,2026-07-29
r0451,Sadhu Prenzlauer Berg,52.5453541,13.4214104,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJyc-08BpNqEcRiOxp-r0_rvM,indisch,"lunch, dinner",,2026-07-29
r0452,Sage Restaurant,52.5056562,13.4326079,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJkxytbjhOqEcRf0hYRc1wdiU,,"lunch, dinner",,2026-07-29
r0453,Saigon Green,52.50605,13.320837,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJRUtYJONQqEcRr72WdCULLrQ,vietnamesisch,"lunch, dinner",,2026-07-29
r0455,Salamat,52.5287003,13.3938062,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJy6OLRe9RqEcRskm9VcCqs7g,,"lunch, dinner",,2026-07-29
r0456,Salami Social Club,52.5150822,13.4633505,Pizza,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJCTe8cWBOqEcRhx-cCM7Knec,,"lunch, dinner",,2026-07-29
r0457,Salon zur wilden Renate,52.4975709,13.4655289,Club/Livemusik,besucht,gut,normal,fav,,2026-07-29,,ChIJxw-fVB5OqEcRtWYAqTCfqrs,,"drinks, music",,2026-07-29
r0458,Salsabil,52.5121505,13.4538144,Imbiss,besucht,mittel,normal,fav,,2026-07-29,,ChIJ-cXmWlxOqEcR301Df9pdtJ8,,"lunch, dinner",,2026-07-29
r0459,SammyS Berliner Donuts,52.5262981,13.3992822,Dessert,besucht,gut,normal,fav,,2026-07-28,,ChIJfbZdl-ZRqEcRIvr8xUxbNlE,,"fruehstueck, kaffee",,2026-07-28
r0460,SAN,52.5269769,13.4146945,Sushi,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJazg5rFJPqEcR5Tee6cYqJRg,,"lunch, dinner",,2026-07-29
r0461,Sanku Maots'ai 三顾冒菜,52.5264478,13.3869873,Asia,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ5RyZMOZRqEcR3TQAQaRjIk8,chinesisch,"lunch, dinner",,2026-07-29
r0462,Sant Buena,52.5294637,13.3970636,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJnbTU5BBRqEcRme4YdoVoGhM,,"fruehstueck, brunch, kaffee",,2026-07-29
r0464,Saphire Bar,52.531868,13.43401,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJh30miQ5OqEcRMubEOy4EIrg,,drinks,,2026-07-29
r0465,Saravanaa Bhavan,52.5102496,13.3761846,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJQ9oatEZRqEcRlRVb2Cpqx1w,indisch,"lunch, dinner",,2026-07-29
