id,name,lat,lon,typ,status,qualitaet,preis,quelle_import,dupe_flag,geaendert_am,gmaps_url,place_id,kueche,tags,quelle,geprueft_am
r0155,Destille Kreuzberg,52.4903466,13.3871325,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ-y-CyrNRqEcR0gK7_VWice4,,drinks,,2026-07-29
r0156,Dicke Wirtin,52.506457,13.323588,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJb6AiJv1QqEcRQuhkF6bzTIg,,drinks,,2026-07-29
r0157,Die Bar,52.5477334,13.4152146,Cocktail-Bar,besucht,mittel,normal,fav,,2026-07-29,,ChIJN2DnzwZSqEcRnu0Dcyv6O5k,,drinks,,2026-07-29
r0158,Die Legende von Paula und Ben,52.489842,13.404339,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,ChIJi6k0adBPqEcRW6Dm3ywecCk,,drinks,,2026-07-29
r0159,Die Stulle,52.5066323,13.3236121,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJR7U0JP1QqEcRDSBQWTzOjPQ,,"fruehstueck, brunch",,2026-07-29
r0160,Die Turnhalle,52.507364,13.465272,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJG_dPXPZOqEcRIOKGkgBGf_8,,"fruehstueck, brunch",,2026-07-29
r0161,Diekmann,52.5012838,13.3286508,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJe60jaflQqEcRsE3y3Xl9IEo,,"lunch, dinner",,2026-07-29
r0162,Diener Tattersall,52.5046906,13.3236735,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,,,drinks,,2026-07-29
r0163,District Môt - Saigon Street Food,52.5277212,13.403421,Imbiss,besucht,mittel,normal,fav,,2026-07-29,,ChIJF4bs7-NRqEcRcAePL0NQWyo,vietnamesisch,"lunch, dinner",,2026-07-29
r0164,Distrikt Coffee,52.531585,13.3940435,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ--YdvO9RqEcRWbP6iaXaoew,,"fruehstueck, brunch",,2026-07-29
r0165,Dolores,52.523833,13.409256,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJ9doHMh5OqEcRpBuTy_JIHzY,,"lunch, dinner",,2026-07-29
r0166,Dresden,52.5015611,13.4167099,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJv6EUrTNOqEcRw0BZsVmDbO0,,drinks,,2026-07-29
r0168,Du Bonheur,52.536243,13.397867,Dessert,besucht,gut,normal,fav,,2026-07-29,,ChIJ72qAj_BRqEcRN1YQdIUYuFQ,,"fruehstueck, brunch",,2026-07-29
r0169,EasyPeasy,52.5469285,13.4244692,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJ9de82QNPqEcRynEqJb05UtQ,,"lunch, dinner",,2026-07-29
r0170,eins44 - Kantine Neukölln,52.4853771,13.4399593,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJyxH8ea9PqEcR-5Zb9ZzIGoI,,dinner,,2026-07-29
r0171,Eismanufaktur Berlin,52.52727,13.396824,Eis,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJX5SeceZRqEcRlXvx3O9XNiY,,kaffee,,2026-07-29
r0172,Eispatisserie Hokey Pokey,52.546981,13.417506,Eis,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJqwSpClxTqEcRXzWTIDMT6MY,,kaffee,,2026-07-29
r0173,El Amigo Taqueria,52.5332557,13.4009854,Imbiss,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ4T7H1kxRqEcRg5bM4hSintw,,"lunch, dinner",,2026-07-29
r0174,Else OpenAir-Club & Biergarten,52.4949687,13.462286,Club/Livemusik,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ4w5Jb_5OqEcR9FYTx1EIcrs,,"drinks, music",,2026-07-29
r0175,Enoiteca Il Calice,52.50215,13.31491,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJmaKrTuRQqEcRTd-qhvrd0jI,,"lunch, dinner",,2026-07-29
r0176,Entrecôte,52.508498,13.3912405,Steak/Grill,besucht,mittel,normal,fav,,2026-07-29,,ChIJ48v-PNFRqEcRjIhgBeGj2DY,,"lunch, dinner",,2026-07-29
r0177,espresso-ambulanz,52.5260286,13.3879951,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJtxFydelRqEcRMRpzCF-gqPw,,"fruehstueck, kaffee",,2026-07-29
r0178,Ewig Freunde,52.5427945,13.4180771,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJNU2eaKxNqEcRFIFM7gsHG_I,,"fruehstueck, brunch",,2026-07-29
r0179,Fahimi Bar,52.4994,13.4197999,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,ChIJxyZjojROqEcR2Tbn0upEemQ,,drinks,,2026-07-29
r0180,Fairytale Bar,52.528736,13.428215,Cocktail-Bar,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJ46bFPBBOqEcRh8DY-XVEIDs,,drinks,,2026-07-29
r0181,Falafel Aladdin,52.5440184,13.4243957,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJCa7ti_5NqEcRXr9feO3eGuw,,"lunch, dinner",,2026-07-29
r0182,Fame,52.5121299,13.4248551,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJ6bz8sTNPqEcR01gHltuz_wY,,"lunch, dinner",,2026-07-29
r0183,Father Carpenter Coffee Brewers,52.5243955,13.4065566,Café,besucht,gut,teuer,fav,,2026-07-29,,ChIJtRsiyuFRqEcRsw5mphvL8Jw,,"fruehstueck, kaffee, brunch",,2026-07-29
r0184,Fatoush,52.5114723,13.4572257,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJO63Ym15OqEcRVwNrPImV2VM,,"lunch, dinner",,2026-07-29
r0185,FC Magnet Bar,52.533033,13.4001047,Sportsbar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJIdwBzfpRqEcRSghUGleJnGM,,drinks,,2026-07-29
r0187,Fes Turkish BBQ,52.4892671,13.4087677,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJdQablM9PqEcRSNT2w6l6b_g,,"lunch, dinner",,2026-07-29
r0188,Five Elephant Kreuzberg,52.4934326,13.438335,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJqx7ojrJPqEcRXeGCeoYq5fE,,"fruehstueck, kaffee",,2026-07-29
r0189,Five Elephant Mitte,52.5267037,13.4076559,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJQSnqIeJRqEcRsZrGsz4BE7E,,"fruehstueck, kaffee",,2026-07-29
r0190,Fleischerei Berlin,52.529794,13.410439,Steak/Grill,besucht,gut,normal,fav,,2026-07-29,,ChIJ0dM_p-JRqEcRLf5rbdVPZAA,,"lunch, dinner",,2026-07-29
r0191,Frannz-Club,52.5381516,13.4126088,Club/Livemusik,besucht,mittel,normal,fav,,2026-07-29,,ChIJfQqMQv5RqEcRKf6iOf6Yg4Q,,"drinks, music",,2026-07-29
r0192,Frau Mittenmang,52.5502357,13.4194038,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ2zBvvQdSqEcROfXMCPWPWYI,,"lunch, dinner",,2026-07-29
r0194,FREA Bakery,52.5302132,13.3919477,Bäcker,besucht,mittel,normal,fav,,2026-07-29,,ChIJ85onOJ1RqEcRqIvn3fGOa-0,,"fruehstueck, brunch, kaffee",,2026-07-29
r0195,Freischwimmer,52.497592,13.451482,Biergarten,besucht,gut,normal,fav,,2026-07-29,,ChIJ8ZGej1ROqEcRxYgYKFsirXY,,"drinks, dinner, lunch",,2026-07-29
r0196,Friedel Richter Restaurant,52.5283,13.39148,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJfXSy1OhRqEcRFa_AHVzmLrc,,dinner,,2026-07-29
r0197,FRIEDL Rösterei & Kekse,52.5462453,13.4182087,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJX9_lugBSqEcRxakuPJZ_lWw,,kaffee,,2026-07-29
r0198,Frollein Langner,52.473839,13.425185,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJpX1tT5ZPqEcR6FgIZ-sl96I,,drinks,,2026-07-29
r0199,Frühstück 3000,52.4992016,13.3567819,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJw0fwBxRRqEcRNeBZNgHBGc0,,"fruehstueck, brunch",,2026-07-29
r0200,Galander -Kreuzberg-,52.4918718,13.3831685,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJI9VRPZ5RqEcR2T6YG2cFrn4,,drinks,,2026-07-29
r0201,Geist im Glas,52.490117,13.424802,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,,,drinks,,2026-07-29
r0202,Gingi Sushi,52.5365996,13.4203897,Sushi,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJbV4oaQFOqEcRTclrh5SaLsY,,"lunch, dinner",,2026-07-29
r0203,Goldfisch,52.511418,13.458259,Cocktail-Bar,besucht,gut,normal,fav,,2026-07-29,,ChIJ8Suu7F5OqEcRp0pN-WZiot4,,drinks,,2026-07-29
r0204,goldies,52.4998565,13.4251139,Imbiss,besucht,sehr_gut,normal,fav,,2026-07-29,,,,"lunch, dinner",,2026-07-29
r0205,Good Friends,52.5062824,13.3179921,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJFa3xggJRqEcROgeNLRqNNGI,chinesisch,"lunch, dinner",,2026-07-29
r0206,Good Q,52.5271351,13.3929786,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJB0b47NYjZUER24NDfsucWl4,,"fruehstueck, brunch",,2026-07-29
r0207,Goodtime Restaurant,52.512715,13.396959,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJt7AEwNlRqEcRuxBAg1UoLHQ,thai,"lunch, dinner",,2026-07-29
r0208,Gorgonzola Club,52.501253,13.416583,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ46J9qzNOqEcR8uE34ABSTX0,,"lunch, dinner",,2026-07-29
r0209,Green Door,52.497003,13.352804,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ5XhqAU9QqEcRW6-HxhyJH3k,,drinks,,2026-07-29
r0211,Grill Royal,52.522553,13.3886,Steak/Grill,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJj4s6fcJRqEcR5T05XzNpwLA,,"lunch, dinner",,2026-07-29
r0212,Hackbarth’s,52.5278881,13.4008123,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJdbz0GeRRqEcRVQj4zmHm0Lw,,drinks,,2026-07-29
r0214,Hallesches Haus,52.4972842,13.3904317,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ1cF56hxRqEcRmvwteW1vOZw,,"fruehstueck, brunch",,2026-07-29
r0215,Hasir Kreuzberg,52.50089,13.419156,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJeQEO3FBPqEcRuw-lu4_Kv6U,,"lunch, dinner",,2026-07-29
r0216,Hausbar,52.534904,13.419039,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ53u-xgNOqEcRWwm8TxOch04,,drinks,,2026-07-29
r0217,Hefner Bar,52.5055628,13.3232255,Cocktail-Bar,besucht,mittel,normal,fav,,2026-07-29,,ChIJq0883fxQqEcRnw2tCbBf-Yk,,drinks,,2026-07-29
r0218,heimlichTreu,52.5352937,13.399299,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJ8aI9hvpRqEcRHTB242jq82Q,,"lunch, dinner",,2026-07-29
r0219,HOME Bar,52.507129,13.4708367,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJ0ynyRvFOqEcRtBvXYkTceko,,drinks,,2026-07-29
r0220,Hopfenreich,52.4994743,13.4392578,Kneipe,besucht,mittel,normal,fav,,2026-07-29,,ChIJ82yhtk1OqEcRJPJmrJrgtX8,,drinks,,2026-07-29
r0221,Hops & Barley,52.509011,13.460687,Sportsbar,besucht,gut,normal,fav,,2026-07-29,,ChIJbQ8FyVhOqEcRWwWTSlK_3W4,,drinks,,2026-07-29
r0222,Hostaria del Monte Croce,52.49405,13.39655,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ3yETYdZPqEcRUikrQxWJUAc,,dinner,,2026-07-29
r0223,House of Small Wonder,52.5264072,13.3944188,Restaurant,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJfSfTtelRqEcRC52WM-fWJi8,,"fruehstueck, brunch",,2026-07-29
r0224,Humboldthain Club,52.5443793,13.3786006,Club/Livemusik,besucht,gut,normal,fav,,2026-07-29,,ChIJra_okYlRqEcRxD3JtV8ZQHM,,"drinks, music",,2026-07-29
r0225,I Due Forni,52.530788,13.412534,Pizza,besucht,gut,normal,fav,,2026-07-29,,ChIJDaDDUR1OqEcRLZ4_j3Ag4BY,,"lunch, dinner",,2026-07-29
r0226,I-Ke-Su Japanese Restaurant,52.4985395,13.3249591,Sushi,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ8Ug8DvpQqEcRGVtfMkEduk8,,"lunch, dinner",,2026-07-29
r0227,ichi いち,52.5285396,13.4119852,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJTTk3N3ZPqEcRyqu7gzYnq_E,japanisch,"lunch, dinner",,2026-07-29
r0228,ick koof mir Dave Lombardo wenn ick reich bin,52.5338378,13.4035258,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJRXriavtRqEcR-_dh8oy6-ks,,drinks,,2026-07-29
r0229,Iimori Ramen,52.5273199,13.4056359,Asia,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ73acpV1RqEcRO2b5lbyH_1Q,japanisch,"lunch, dinner",,2026-07-29
r0230,Il Casolare,52.49488,13.415667,Pizza,besucht,gut,normal,fav,,2026-07-29,,ChIJkTWsaMxPqEcRlxY2qEqPfhw,,"lunch, dinner",,2026-07-29
r0232,Il Pane e le Rose,52.529429,13.434723,Pizza,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJFzGq_Q1OqEcRogk-SCY-uM0,,"lunch, dinner",,2026-07-29
r0233,Il Ritrovo-Cucina Casalinga Popolare,52.50953,13.458064,Pizza,besucht,gut,normal,fav,,2026-07-29,,ChIJWzjSMllOqEcR7HEdacqe77c,,"lunch, dinner",,2026-07-29
r0234,India Club Berlin,52.5151828,13.3797405,Asia,besucht,unbewertet,ueberteuert,fav,,2026-07-29,,ChIJhcjt2cVRqEcRg3H4LZzs3Dc,indisch,"lunch, dinner",,2026-07-29
r0235,IPSE,52.4977354,13.4517798,Club/Livemusik,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJq4ZhQ1ROqEcR9Nef5ibjHkk,,"drinks, music",,2026-07-29
r0236,Ishin,52.5080044,13.3924252,Sushi,besucht,mittel,normal,fav,,2026-07-29,,ChIJicgDNdFRqEcRuXTVBOV8DkA,,"lunch, dinner",,2026-07-29
r0237,ITA Bistro,52.5438787,13.4183748,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJS-ccbnBNqEcRgPDtycaH75k,,dinner,,2026-07-29
r0238,Ixthys Korean Restaurant,52.4945793,13.3543313,Restaurant,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJFygSVk9QqEcR5sf5gBYMOkY,koreanisch,"lunch, dinner",,2026-07-29
r0239,Jatz Bar,52.5501882,13.3691302,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJ4bNbCylSqEcRxfI-OWpSosA,,drinks,,2026-07-29
r0240,Jolesch,52.500693,13.43392,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJkUK660tOqEcRuCui4omy28c,,"lunch, dinner",,2026-07-29
r0241,JONES ice cream,52.490486,13.353453,Eis,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJjTe8oUZQqEcRml6NR6UKqvQ,,kaffee,,2026-07-29
r0242,JOSEPH,52.52584,13.38769,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJCXXOrnZRqEcRw4ZinZMwbXc,,"lunch, dinner",,2026-07-29
r0243,Jubel,52.5322864,13.4305233,Dessert,besucht,sehr_gut,normal,fav,,2026-07-28,,ChIJ1-e9CQ9OqEcRnz5wfurfouw,,"fruehstueck, kaffee",,2026-07-28
r0244,jules Geisberg,52.4974066,13.3421683,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJnV8mW5VRqEcR9T8WeRV0KHY,,"fruehstueck, kaffee",,2026-07-29
r0245,Jäger & Lustig,52.5134677,13.4479224,Kneipe,besucht,gut,normal,fav,,2026-08-06,,,,drinks,,2026-07-29
r0246,KAFFEE.BAR,52.5446217,13.4229262,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJbQuiqRdNqEcR0FgQumf7_G4,,"fruehstueck, kaffee",,2026-07-29
r0247,KAFFEEMITTE,52.525214,13.406102,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJyRtCveFRqEcRH2GErCeVCiw,,"fruehstueck, kaffee, lunch, brunch",,2026-07-29
r0248,Kaffeemomente Berlin,52.5309887,13.432951,Café,besucht,mittel,normal,fav,,2026-07-29,,ChIJM1oDX6VPqEcR62STb2jLJDo,,"fruehstueck, kaffee",,2026-07-29
r0249,Kaffeerösterei Pakolat,52.543869,13.416341,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ1wODXQBSqEcRNI6RrCotYd0,,kaffee,,2026-07-29
r0250,Kajumi,52.5441872,13.4219242,Café,besucht,gut,normal,fav,,2026-07-29,,ChIJjQVBau1NqEcRigtYl9mvrz4,,kaffee,,2026-07-29
r0251,Kallasch & - Moab Barprojekt,52.5329457,13.3365831,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJeYzwbHJRqEcRGfZEoW47B8k,,drinks,,2026-07-29
r0252,Kanaan,52.5435988,13.4198475,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,,,"lunch, dinner",,2026-07-29
r0253,Kapital ist ein scheues Reh,52.53817,13.41126,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJqeJU9f5RqEcRr9W4djGrzUk,,drinks,,2026-07-29
r0254,Kaschk,52.528326,13.409988,Kneipe,besucht,mittel,normal,fav,,2026-07-29,,ChIJzY2QcOJRqEcRjXMr2_ldGSk,,drinks,,2026-07-29
r0255,Kater Blau,52.5119475,13.4253838,Club/Livemusik,besucht,gut,normal,fav,,2026-07-29,,ChIJH9zrjDtOqEcR7NYKCwZJljc,,"drinks, music",,2026-07-29
r0256,Katz Orange,52.5315246,13.3953026,Restaurant,besucht,sehr_gut,ueberteuert,fav,filiale,2026-08-06,,,,"lunch, dinner",,2026-07-29
r0258,Kebab Baba,52.5265051,13.3878453,Imbiss,besucht,gut,normal,fav,,2026-07-29,,ChIJU3Ixc-lRqEcRplej9SuO0PA,,"lunch, dinner",,2026-07-29
r0259,Kebab Kitchen,52.5245371,13.4031745,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJa4AeytFRqEcRh_WdadVjTfE,,"lunch, dinner",,2026-07-29
r0260,Khao Taan,52.5086511,13.4638149,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ1fx6VmhOqEcRMDHeAA6W_hI,thai,"lunch, dinner",,2026-07-29
r0261,Khushi,52.53404,13.415211,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ-cgsXgJOqEcReSl42VeXWAk,,"lunch, dinner",,2026-07-29
r0263,Ki Kuriya,52.5320832,13.4312275,Sushi,besucht,mittel,normal,fav,,2026-07-29,,ChIJU7D0831PqEcRGYv1A41nrzQ,,"lunch, dinner",,2026-07-29
r0264,Kickerbar Platzwart,52.50295,13.42999,Sportsbar,besucht,gut,normal,fav,,2026-07-29,,ChIJTVK670lOqEcRZ1W2m0auMQI,,drinks,,2026-07-29
r0265,Kimchi Princess,52.498557,13.425854,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJKQuSDJZPqEcRFuPD4ijBnJU,koreanisch,"lunch, dinner",,2026-07-29
r0266,King Karaoke Berlin,52.505532,13.313446,Karaoke,besucht,mittel,normal,fav,,2026-07-29,,ChIJ--6tW-FQqEcRmwGdsm_rGMY,,"drinks, music",,2026-07-29
r0267,King King,52.5251252,13.4102803,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJb7u3Fh5OqEcRq5uIS1_gfIw,vietnamesisch,"lunch, dinner",,2026-07-29
r0268,KINK Bar & Restaurant,52.5319504,13.4116301,Restaurant,besucht,unbewertet,ueberteuert,fav,filiale,2026-07-29,,,,"lunch, dinner",,2026-07-29
r0270,Kinnaree Thai,52.488649,13.407387,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJ8w9e989PqEcRtkv4AyiV0Y4,thai,"lunch, dinner",,2026-07-29
r0271,Kirk Bar,52.500874,13.440445,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJ8Saj101OqEcRBXa22Ic61B4,,drinks,,2026-07-29
r0272,Kitty Cheng Bar,52.529894,13.404218,Club/Livemusik,besucht,mittel,normal,fav,,2026-07-29,,ChIJg5UKeeNRqEcR2vtWCG7kwqw,,"drinks, music",,2026-07-29
r0273,Klunkerkranich,52.482081,13.432256,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJBfIPPbtPqEcRMnne4FZmMfk,,drinks,,2026-07-29
r0274,Koempul - authentic Indonesian Restaurant,52.5414179,13.4151773,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ5xRG62VRqEcRLYxDIw0QO5I,sonstige-asiatisch,"lunch, dinner",,2026-07-29
r0275,KOHLEN QUELLE,52.549152,13.408012,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJfWeLkQRSqEcR4uJU9AVpZqw,,drinks,,2026-07-29
r0276,KOKIO,52.540032,13.4161384,Imbiss,besucht,gut,normal,fav,,2026-07-29,,ChIJlzPdu5BRqEcR_2JEBLlCcv4,koreanisch,"lunch, dinner",,2026-07-29
r0277,Konditorei Buchwald,52.5212047,13.3476955,Dessert,besucht,mittel,normal,fav,,2026-07-28,,ChIJP6rWPadRqEcRUC2pCX8qELU,,"fruehstueck, kaffee",,2026-07-28
r0278,Kongfu Chili,52.544156,13.4199361,Asia,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJR-YCxQtNqEcRkUDatXBttbM,chinesisch,"lunch, dinner",,2026-07-29
r0279,Konnopke's Imbiss,52.540511,13.412174,Imbiss,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJm-VbCf9RqEcRJFuS59rBfso,,"lunch, dinner",,2026-07-29
r0280,Krass Böser Wolf,52.49761,13.464537,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ4dVlVflOqEcRpDrZqjGMUOY,,drinks,,2026-07-29
r0281,Kuchi,52.527236,13.399284,Sushi,besucht,mittel,normal,fav,,2026-07-29,,ChIJm-3LnOZRqEcR92nspyUjgro,,"lunch, dinner",,2026-07-29
r0282,Kushinoya,52.5054053,13.3197779,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJv9CuFeNQqEcRG82Kr_IwE5s,japanisch,"lunch, dinner",,2026-07-29
r0283,KWA - Kebap with Attitude,52.5272082,13.3990775,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJAQCzWqVRqEcRIKoo5i1qGX0,,"lunch, dinner",,2026-07-29
r0284,L'Osteria del Parlamento,52.5417385,13.4204488,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJ9Wq60f9NqEcRUYA6DPJf9e8,,"lunch, dinner",,2026-07-29
r0286,La Galleria Italiana,52.5282655,13.3935794,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJaTRFTO9RqEcRErrdQiZ5wQY,,"lunch, dinner",,2026-07-29
r0288,La Premiata Ditta,52.5306723,13.4022764,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJtTqww-NRqEcRo9ZcQrnrGk0,,"lunch, dinner",,2026-07-29
r0289,Lagalante,52.4898634,13.3545933,Restaurant,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJz0jlt0ZQqEcR-K7XSgM8dcY,,dinner,,2026-07-29
r0290,LALA,52.4930023,13.4144205,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJsaNFBA1PqEcRSr7HecM1oeI,,"lunch, dinner",,2026-07-29
r0291,Lamm,52.5533752,13.4152355,Cocktail-Bar,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJrWyeNNxTqEcR-0kYex6KDjw,,drinks,,2026-07-29
r0292,Larb Koi Thai Home cooking,52.5106641,13.4569717,Restaurant,besucht,sehr_gut,teuer,fav,,2026-07-29,,ChIJe945CEZPqEcRxLuYUtTfgBk,,dinner,,2026-07-29
r0293,Lass Uns Freunde Bleiben,52.533067,13.407148,Kneipe,besucht,gut,normal,fav,,2026-07-29,,ChIJu2DWwPxRqEcRBwuNfeL8sgc,,drinks,,2026-07-29
r0294,Le Midi,52.5471053,13.4153597,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJY9-dLAFSqEcRcMU20AzfE1c,,"lunch, dinner",,2026-07-29
r0295,Lebensmittel in Mitte,52.524138,13.407495,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJpWJLzuFRqEcRFksSXIRbLIE,,"lunch, dinner",,2026-07-29
r0296,Lecker Song,52.5441305,13.4204094,Asia,besucht,gut,normal,fav,,2026-07-29,,ChIJ8dnTCv9NqEcR5lPV_E_HdtM,chinesisch,dinner,,2026-07-29
r0298,Lemongrass,52.53532,13.39919,Restaurant,besucht,mittel,normal,fav,,2026-07-29,,ChIJM6YVA_1RqEcRt7JilCA0gqg,vietnamesisch,"lunch, dinner",,2026-07-29
r0299,Lerchen&Eulen,52.50211,13.43087,Kneipe,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJC4pziklOqEcRLfDUXvZggQU,,drinks,,2026-07-29
r0300,Lido,52.4992291,13.445205,Club/Livemusik,besucht,mittel,normal,fav,,2026-07-29,,ChIJDceHR1JOqEcRGEX8JmdBlTY,,"drinks, music",,2026-07-29
r0301,Lois,52.5288502,13.4054007,Café,besucht,gut,normal,fav,,2026-07-29,,ChIJ9xaZpONRqEcR4WQkbC7meRs,,"fruehstueck, kaffee, drinks",,2026-07-29
r0302,Lokal,52.527918,13.394828,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJ70kaAOZRqEcRiRII7AXwHjM,,dinner,,2026-07-29
r0303,Lola Pizzaiola,52.5344101,13.4261691,Pizza,besucht,sehr_gut,guenstig,fav,,2026-07-29,,ChIJgSXyqgVOqEcRuuu_TRczYZE,,"lunch, dinner",,2026-07-29
r0304,Lon-Men's Noodle House,52.506335,13.316612,Asia,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ234buONQqEcRRc0eNl1IuYQ,chinesisch,"lunch, dinner",,2026-07-29
r0305,Long March Canteen,52.502973,13.431057,Restaurant,besucht,gut,normal,fav,,2026-07-29,,ChIJKQ6gk0lOqEcRmxBVPhixWps,chinesisch,"lunch, dinner",,2026-07-29
r0306,LOST MY LOVE TO ITALY,52.5291781,13.3958049,Café,besucht,sehr_gut,normal,fav,,2026-07-29,,ChIJ4zQRDNxRqEcRcFtIoPeQxwg,,"kaffee, lunch",,2026-07-29
